datetime,Elektrisch-Kombiniert_einHaushalt_1h,Wasserkocher_einHaushalt_1h,Mikrowelle_einHaushalt_1h,Waschmaschine_einHaushalt_1h,Kühl-_und_Gefrierschrank_einHaushalt_1h,Herd_einHaushalt_1h,Durchlauferhitzer_einHaushalt_1h,Hauptanschluss_einHaushalt_1h
2017-05-01 00:00:00,95.93915756630265,,,,,,,
2017-05-01 01:00:00,72.44039483675019,,,,,,,
2017-05-01 02:00:00,96.07304860088365,,,,,,,
2017-05-01 03:00:00,99.33984261148353,,,,,,,
2017-05-01 04:00:00,89.35325287017957,,,,,,,
2017-05-01 05:00:00,93.66746626686657,,,,,,,
2017-05-01 06:00:00,1198.228992203292,,,,,,,
2017-05-01 07:00:00,246.17241379310346,,,,,,,
2017-05-01 08:00:00,96.03217391304348,,,,,,,
2017-05-01 09:00:00,91.31978798586573,,,,,,,
2017-05-01 10:00:00,91.46138443935926,,,,,,,
2017-05-01 11:00:00,106.59909013363662,,,,,,,
2017-05-01 12:00:00,95.4381956649092,,,,,,,
2017-05-01 13:00:00,94.64285714285714,,,,,,,
2017-05-01 14:00:00,99.8725857595849,,,,,,,
2017-05-01 15:00:00,97.12362478286045,,,,,,,
2017-05-01 16:00:00,121.01730418943534,,,,,,,
2017-05-01 17:00:00,118.66685829261282,,,,,,,
2017-05-01 18:00:00,104.60511882998172,,,,,,,
2017-05-01 19:00:00,115.35987261146497,,,,,,,
2017-05-01 20:00:00,169.534375,,,,,,,
2017-05-01 21:00:00,135.10466938263866,,,,,,,
2017-05-01 22:00:00,134.5956560547456,,,,,,,
2017-05-01 23:00:00,99.37789203084833,,,,,,,
2017-05-02 00:00:00,73.0,,,,,,,
