Standaradlastprofile NRW 2018,,,,,,,,,,,,,,,,,Summe
,1,2,3,4,5,6,7,8,9,10,11,12,,,,Legende,kWh
Ab-Datum/ Zeit,Eigene,G0W,G1W,G2W,G3W,G4W,G5W,G6W,H0W,L0W,L1W,L2W,Lastgang ,Lastgang ,0,Keine Stromerzeugung,
,,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh, [kW], [kW],1,Eigenes Lastprofil,
8/22/2013 2:00,0,0.0540,0.0205,0.0268,0.0925,0.0653,0.1355,0.0380,0.0380,0.0505,0.0490,0.0525,26.556381,26.620991,,,
8/22/2013 3:00,0,0.0648,0.0225,0.0265,0.0910,0.0653,0.2000,0.0373,0.0395,0.0495,0.0473,0.0515,26.032242,26.095576,,,
8/22/2013 4:00,0,0.0713,0.0223,0.0335,0.0898,0.0645,0.2075,0.0393,0.0485,0.0543,0.0525,0.0568,27.429946,27.496681,,,
8/22/2013 5:00,0,0.0753,0.0550,0.0530,0.1038,0.0668,0.2113,0.0418,0.0795,0.0723,0.0803,0.0728,29.177077,29.248062,,,
8/22/2013 6:00,0,0.1023,0.1625,0.0605,0.1083,0.0978,0.2103,0.0510,0.1055,0.1235,0.1698,0.1078,35.641459,35.728172,,,
8/22/2013 7:00,0,0.1635,0.2950,0.0733,0.1245,0.1525,0.2105,0.0723,0.1153,0.1750,0.2273,0.1495,50.492067,50.614910,,,
8/22/2013 8:00,0,0.1985,0.3385,0.1070,0.1398,0.1815,0.2038,0.0868,0.1170,0.1598,0.1620,0.1548,60.625423,60.772919,,,
8/22/2013 9:00,0,0.2033,0.3355,0.1320,0.1430,0.1898,0.1850,0.1083,0.1133,0.1288,0.1105,0.1363,75.650744,75.834796,,,
8/22/2013 10:00,0,0.2088,0.3278,0.1400,0.1460,0.1915,0.1673,0.1445,0.1155,0.1378,0.1188,0.1473,100.984134,101.229820,,,
8/22/2013 11:00,0,0.1965,0.2865,0.1328,0.1483,0.1840,0.1405,0.1578,0.1288,0.1243,0.1048,0.1345,110.243924,110.512139,,,
8/22/2013 12:00,0,0.1713,0.2338,0.1205,0.1393,0.1528,0.1165,0.1438,0.1240,0.1005,0.0840,0.1095,100.459994,100.704405,,,
8/22/2013 13:00,0,0.1648,0.2495,0.1228,0.1313,0.1410,0.1215,0.1143,0.1070,0.0963,0.0845,0.1045,79.843856,80.038110,,,
8/22/2013 14:00,0,0.1753,0.2355,0.1343,0.1358,0.1720,0.1208,0.0978,0.0965,0.0970,0.0855,0.1050,68.312796,68.478996,,,
8/22/2013 15:00,0,0.1760,0.1698,0.1418,0.1393,0.1853,0.1108,0.1023,0.0933,0.0973,0.0833,0.1053,71.457631,71.631481,,,
8/22/2013 16:00,0,0.1700,0.1005,0.1610,0.1420,0.1835,0.1073,0.1188,0.0998,0.1098,0.0945,0.1175,82.988691,83.190596,,,
8/22/2013 17:00,0,0.1395,0.0553,0.1763,0.1403,0.1678,0.0920,0.1390,0.1155,0.1548,0.1938,0.1410,97.140447,97.376782,,,
8/22/2013 18:00,0,0.0983,0.0383,0.1805,0.1348,0.1203,0.0695,0.1528,0.1343,0.1763,0.2150,0.1590,106.749664,107.009377,,,
8/22/2013 19:00,0,0.0890,0.0313,0.1805,0.1255,0.1023,0.0605,0.1553,0.1353,0.1425,0.1395,0.1423,108.496794,108.760758,,,
8/22/2013 20:00,0,0.0873,0.0275,0.1663,0.1138,0.0965,0.0565,0.1470,0.1280,0.1100,0.0933,0.1170,102.731264,102.981201,,,
8/22/2013 21:00,0,0.0805,0.0260,0.1283,0.1065,0.0835,0.0593,0.1125,0.1178,0.0918,0.0743,0.1000,78.620865,78.812143,,,
8/22/2013 22:00,0,0.0763,0.0255,0.0840,0.1005,0.0770,0.0705,0.0730,0.0910,0.0750,0.0635,0.0800,51.016206,51.140324,,,
8/22/2013 23:00,0,0.0678,0.0223,0.0500,0.0990,0.0723,0.0580,0.0505,0.0600,0.0620,0.0558,0.0658,35.292033,35.377895,,,
8/23/2013 0:00,0,0.0580,0.0205,0.0308,0.0958,0.0685,0.0460,0.0415,0.0445,0.0550,0.0515,0.0585,29.002364,29.072924,,,
8/23/2013 1:00,0,0.0535,0.0210,0.0260,0.0945,0.0668,0.0505,0.0388,0.0405,0.0525,0.0500,0.0548,27.080520,27.146405,,,
8/23/2013 2:00,0,0.0540,0.0205,0.0268,0.0925,0.0653,0.1355,0.0380,0.0380,0.0505,0.0490,0.0525,26.556381,26.620991,,,
8/23/2013 3:00,0,0.0648,0.0225,0.0265,0.0910,0.0653,0.2000,0.0373,0.0398,0.0495,0.0473,0.0515,26.032242,26.095576,,,
8/23/2013 4:00,0,0.0713,0.0223,0.0335,0.0898,0.0645,0.2075,0.0393,0.0485,0.0543,0.0525,0.0568,27.429946,27.496681,,,
8/23/2013 5:00,0,0.0753,0.0550,0.0530,0.1038,0.0668,0.2113,0.0418,0.0800,0.0723,0.0803,0.0728,29.177077,29.248062,,,
8/23/2013 6:00,0,0.1023,0.1625,0.0605,0.1083,0.0978,0.2103,0.0510,0.1058,0.1235,0.1698,0.1078,35.641459,35.728172,,,
8/23/2013 7:00,0,0.1635,0.2950,0.0733,0.1245,0.1525,0.2105,0.0723,0.1155,0.1750,0.2273,0.1495,50.492067,50.614910,,,
8/23/2013 8:00,0,0.1985,0.3385,0.1070,0.1398,0.1815,0.2038,0.0868,0.1173,0.1598,0.1620,0.1548,60.625423,60.772919,,,
8/23/2013 9:00,0,0.2033,0.3355,0.1320,0.1430,0.1898,0.1850,0.1083,0.1133,0.1288,0.1105,0.1363,75.650744,75.834796,,,
8/23/2013 10:00,0,0.2088,0.3278,0.1400,0.1460,0.1915,0.1673,0.1445,0.1158,0.1378,0.1188,0.1473,100.984134,101.229820,,,
8/23/2013 11:00,0,0.1965,0.2865,0.1328,0.1483,0.1840,0.1405,0.1578,0.1288,0.1243,0.1048,0.1345,110.243924,110.512139,,,
8/23/2013 12:00,0,0.1713,0.2338,0.1205,0.1393,0.1528,0.1165,0.1438,0.1240,0.1005,0.0840,0.1095,100.459994,100.704405,,,
8/23/2013 13:00,0,0.1648,0.2495,0.1228,0.1313,0.1410,0.1215,0.1143,0.1073,0.0963,0.0845,0.1045,79.843856,80.038110,,,
8/23/2013 14:00,0,0.1753,0.2355,0.1343,0.1358,0.1720,0.1208,0.0978,0.0968,0.0970,0.0855,0.1050,68.312796,68.478996,,,
8/23/2013 15:00,0,0.1760,0.1698,0.1418,0.1393,0.1853,0.1108,0.1023,0.0940,0.0973,0.0833,0.1053,71.457631,71.631481,,,
8/23/2013 16:00,0,0.1700,0.1005,0.1610,0.1420,0.1835,0.1073,0.1188,0.0998,0.1098,0.0945,0.1175,82.988691,83.190596,,,
8/23/2013 17:00,0,0.1395,0.0553,0.1763,0.1403,0.1678,0.0920,0.1390,0.1155,0.1548,0.1938,0.1410,97.140447,97.376782,,,
8/23/2013 18:00,0,0.0983,0.0383,0.1805,0.1348,0.1203,0.0695,0.1528,0.1348,0.1763,0.2150,0.1590,106.749664,107.009377,,,
8/23/2013 19:00,0,0.0890,0.0313,0.1805,0.1255,0.1023,0.0605,0.1553,0.1355,0.1425,0.1395,0.1423,108.496794,108.760758,,,
8/23/2013 20:00,0,0.0873,0.0275,0.1663,0.1138,0.0965,0.0565,0.1470,0.1283,0.1100,0.0933,0.1170,102.731264,102.981201,,,
8/23/2013 21:00,0,0.0805,0.0260,0.1283,0.1065,0.0835,0.0593,0.1125,0.1183,0.0918,0.0743,0.1000,78.620865,78.812143,,,
8/23/2013 22:00,0,0.0763,0.0255,0.0840,0.1005,0.0770,0.0705,0.0730,0.0910,0.0750,0.0635,0.0800,51.016206,51.140324,,,
8/23/2013 23:00,0,0.0678,0.0223,0.0500,0.0990,0.0723,0.0580,0.0505,0.0600,0.0620,0.0558,0.0658,35.292033,35.377895,,,
8/24/2013 0:00,0,0.0580,0.0205,0.0308,0.0958,0.0685,0.0460,0.0415,0.0445,0.0550,0.0515,0.0585,29.002364,29.072924,,,
8/24/2013 1:00,0,0.0535,0.0210,0.0260,0.0945,0.0668,0.0505,0.0388,0.0405,0.0525,0.0500,0.0548,27.080520,27.146405,,,
8/24/2013 2:00,0,0.0540,0.0205,0.0268,0.0925,0.0653,0.1355,0.0380,0.0380,0.0505,0.0490,0.0525,26.556381,26.620991,,,
8/24/2013 3:00,0,0.0648,0.0225,0.0265,0.0910,0.0653,0.2000,0.0373,0.0398,0.0495,0.0473,0.0515,26.032242,26.095576,,,
8/24/2013 4:00,0,0.0713,0.0223,0.0335,0.0898,0.0645,0.2075,0.0393,0.0488,0.0543,0.0525,0.0568,27.429946,27.496681,,,
8/24/2013 5:00,0,0.0753,0.0550,0.0530,0.1038,0.0668,0.2113,0.0418,0.0803,0.0723,0.0803,0.0728,29.177077,29.248062,,,
8/24/2013 6:00,0,0.1023,0.1625,0.0605,0.1083,0.0978,0.2103,0.0510,0.1058,0.1235,0.1698,0.1078,35.641459,35.728172,,,
8/24/2013 7:00,0,0.1635,0.2950,0.0733,0.1245,0.1525,0.2105,0.0723,0.1158,0.1750,0.2273,0.1495,50.492067,50.614910,,,
8/24/2013 8:00,0,0.1985,0.3385,0.1070,0.1398,0.1815,0.2038,0.0868,0.1175,0.1598,0.1620,0.1548,60.625423,60.772919,,,
8/24/2013 9:00,0,0.2033,0.3355,0.1320,0.1430,0.1898,0.1850,0.1083,0.1135,0.1288,0.1105,0.1363,75.650744,75.834796,,,
8/24/2013 10:00,0,0.2088,0.3278,0.1400,0.1460,0.1915,0.1673,0.1445,0.1158,0.1378,0.1188,0.1473,100.984134,101.229820,,,
8/24/2013 11:00,0,0.1965,0.2865,0.1328,0.1483,0.1840,0.1405,0.1578,0.1288,0.1243,0.1048,0.1345,110.243924,110.512139,,,
8/24/2013 12:00,0,0.1713,0.2338,0.1205,0.1393,0.1528,0.1165,0.1438,0.1245,0.1005,0.0840,0.1095,100.459994,100.704405,,,
8/24/2013 13:00,0,0.1648,0.2495,0.1228,0.1313,0.1410,0.1215,0.1143,0.1075,0.0963,0.0845,0.1045,79.843856,80.038110,,,
8/24/2013 14:00,0,0.1753,0.2355,0.1343,0.1358,0.1720,0.1208,0.0978,0.0973,0.0970,0.0855,0.1050,68.312796,68.478996,,,
8/24/2013 15:00,0,0.1760,0.1698,0.1418,0.1393,0.1853,0.1108,0.1023,0.0940,0.0973,0.0833,0.1053,71.457631,71.631481,,,
8/24/2013 16:00,0,0.1700,0.1005,0.1610,0.1420,0.1835,0.1073,0.1188,0.1000,0.1098,0.0945,0.1175,82.988691,83.190596,,,
8/24/2013 17:00,0,0.1395,0.0553,0.1763,0.1403,0.1678,0.0920,0.1390,0.1158,0.1548,0.1938,0.1410,97.140447,97.376782,,,
8/24/2013 18:00,0,0.0983,0.0383,0.1805,0.1348,0.1203,0.0695,0.1528,0.1350,0.1763,0.2150,0.1590,106.749664,107.009377,,,
8/24/2013 19:00,0,0.0890,0.0313,0.1805,0.1255,0.1023,0.0605,0.1553,0.1358,0.1425,0.1395,0.1423,108.496794,108.760758,,,
8/24/2013 20:00,0,0.0873,0.0275,0.1663,0.1138,0.0965,0.0565,0.1470,0.1288,0.1100,0.0933,0.1170,102.731264,102.981201,,,
8/24/2013 21:00,0,0.0805,0.0260,0.1283,0.1065,0.0835,0.0593,0.1125,0.1183,0.0918,0.0743,0.1000,78.620865,78.812143,,,
8/24/2013 22:00,0,0.0763,0.0255,0.0840,0.1005,0.0770,0.0705,0.0730,0.0915,0.0750,0.0635,0.0800,51.016206,51.140324,,,
8/24/2013 23:00,0,0.0768,0.0223,0.0560,0.1003,0.0745,0.1310,0.0593,0.0683,0.0650,0.0650,0.0688,41.406989,41.507729,,,
8/25/2013 0:00,0,0.0750,0.0205,0.0360,0.0970,0.0720,0.1865,0.0528,0.0530,0.0590,0.0590,0.0620,36.864450,36.954138,,,
8/25/2013 1:00,0,0.0685,0.0210,0.0263,0.0945,0.0688,0.1825,0.0450,0.0428,0.0538,0.0538,0.0565,31.448346,31.524857,,,
8/25/2013 2:00,0,0.0670,0.0210,0.0253,0.0925,0.0678,0.1965,0.0425,0.0410,0.0515,0.0515,0.0538,29.701216,29.773476,,,
8/25/2013 3:00,0,0.0695,0.0210,0.0235,0.0900,0.0670,0.2188,0.0393,0.0415,0.0503,0.0503,0.0520,27.429946,27.496681,,,
8/25/2013 4:00,0,0.0725,0.0220,0.0318,0.0875,0.0668,0.2325,0.0393,0.0425,0.0515,0.0515,0.0530,27.429946,27.496681,,,
8/25/2013 5:00,0,0.0768,0.0240,0.0490,0.0990,0.0710,0.2353,0.0433,0.0520,0.0608,0.0608,0.0610,30.225355,30.298891,,,
8/25/2013 6:00,0,0.1135,0.0255,0.0475,0.1060,0.1230,0.2268,0.0550,0.0760,0.1063,0.1063,0.0903,38.436867,38.530381,,,
8/25/2013 7:00,0,0.1608,0.0305,0.0593,0.1293,0.1738,0.1813,0.0688,0.1050,0.1663,0.1663,0.1378,48.046084,48.162977,,,
8/25/2013 8:00,0,0.1760,0.0413,0.0978,0.1428,0.1880,0.1360,0.0890,0.1275,0.1700,0.1700,0.1650,62.197840,62.349162,,,
8/25/2013 9:00,0,0.1803,0.0483,0.1255,0.1408,0.1950,0.1253,0.1243,0.1350,0.1425,0.1425,0.1565,86.832378,87.043634,,,
8/25/2013 10:00,0,0.1848,0.0473,0.1330,0.1438,0.1988,0.1233,0.1460,0.1400,0.1448,0.1448,0.1603,102.032412,102.280648,,,
8/25/2013 11:00,0,0.1805,0.0385,0.1315,0.1445,0.2015,0.1248,0.1463,0.1493,0.1278,0.1278,0.1425,102.207125,102.455786,,,
8/25/2013 12:00,0,0.1583,0.0298,0.1315,0.1350,0.1793,0.1013,0.1428,0.1438,0.0995,0.0995,0.1110,99.761142,100.003853,,,
8/25/2013 13:00,0,0.1180,0.0270,0.1323,0.1165,0.1225,0.0760,0.1575,0.1288,0.0858,0.0858,0.0945,110.069211,110.337001,,,
8/25/2013 14:00,0,0.0888,0.0253,0.1370,0.1105,0.0878,0.0780,0.1803,0.1215,0.0813,0.0813,0.0883,125.968097,126.274567,,,
8/25/2013 15:00,0,0.0773,0.0250,0.1458,0.1120,0.0815,0.0778,0.1813,0.1185,0.0818,0.0818,0.0890,126.666950,126.975120,,,
8/25/2013 16:00,0,0.0755,0.0233,0.1585,0.1138,0.0765,0.0705,0.1873,0.1220,0.0968,0.0968,0.1013,130.860062,131.178434,,,
8/25/2013 17:00,0,0.0785,0.0240,0.1625,0.1100,0.0783,0.0613,0.2173,0.1360,0.1413,0.1413,0.1268,151.825626,152.195006,,,
8/25/2013 18:00,0,0.0795,0.0235,0.1558,0.1178,0.0795,0.0588,0.2360,0.1478,0.1615,0.1615,0.1413,164.929104,165.330363,,,
8/25/2013 19:00,0,0.0848,0.0223,0.1513,0.1193,0.0868,0.0568,0.2283,0.1415,0.1330,0.1330,0.1310,159.513000,159.901082,,,
8/25/2013 20:00,0,0.0853,0.0240,0.1345,0.1083,0.0845,0.0505,0.2010,0.1260,0.1020,0.1020,0.1083,140.469279,140.811029,,,
8/25/2013 21:00,0,0.0783,0.0235,0.0925,0.1015,0.0758,0.0473,0.1565,0.1215,0.0830,0.0830,0.0883,109.370359,109.636448,,,
8/25/2013 22:00,0,0.0720,0.0230,0.0600,0.0958,0.0700,0.0488,0.1088,0.1020,0.0688,0.0688,0.0728,76.000170,76.185072,,,
8/25/2013 23:00,0,0.0665,0.0215,0.0458,0.0955,0.0670,0.0473,0.0770,0.0738,0.0600,0.0600,0.0630,53.811614,53.942534,,,
8/26/2013 0:00,0,0.0568,0.0210,0.0335,0.0930,0.0645,0.0430,0.0618,0.0548,0.0548,0.0548,0.0575,43.154119,43.259110,,,
8/26/2013 1:00,0,0.0510,0.0210,0.0255,0.0920,0.0630,0.0420,0.0505,0.0448,0.0525,0.0525,0.0550,35.292033,35.377895,,,
8/26/2013 2:00,0,0.0483,0.0210,0.0238,0.0915,0.0618,0.0435,0.0423,0.0418,0.0505,0.0505,0.0528,29.526503,29.598338,,,
8/26/2013 3:00,0,0.0465,0.0210,0.0225,0.0900,0.0610,0.0450,0.0378,0.0410,0.0495,0.0495,0.0523,26.381668,26.445853,,,
8/26/2013 4:00,0,0.0463,0.0220,0.0323,0.0888,0.0603,0.0475,0.0383,0.0395,0.0550,0.0550,0.0580,26.731094,26.796129,,,
8/26/2013 5:00,0,0.0470,0.0230,0.0473,0.1043,0.0625,0.0533,0.0385,0.0423,0.0790,0.0790,0.0805,26.905807,26.971267,,,
8/26/2013 6:00,0,0.0533,0.0205,0.0388,0.1050,0.0698,0.0565,0.0530,0.0568,0.1330,0.1330,0.1178,37.039163,37.129276,,,
8/26/2013 7:00,0,0.0538,0.0185,0.0383,0.1030,0.0683,0.0558,0.0825,0.0923,0.1810,0.1810,0.1583,57.655301,57.795572,,,
8/26/2013 8:00,0,0.0588,0.0200,0.0713,0.1053,0.0643,0.0565,0.1223,0.1315,0.1658,0.1658,0.1633,85.434674,85.642529,,,
8/26/2013 9:00,0,0.0665,0.0210,0.1020,0.1043,0.0665,0.0665,0.1800,0.1533,0.1365,0.1365,0.1443,125.793384,126.099429,,,
8/26/2013 10:00,0,0.0723,0.0218,0.1130,0.1043,0.0703,0.0773,0.2105,0.1685,0.1465,0.1465,0.1565,147.108374,147.466277,,,
8/26/2013 11:00,0,0.0773,0.0240,0.1155,0.1088,0.0703,0.0793,0.2115,0.1720,0.1298,0.1298,0.1413,147.807227,148.166830,,,
8/26/2013 12:00,0,0.0788,0.0235,0.1165,0.1065,0.0670,0.0705,0.2095,0.1435,0.1045,0.1045,0.1148,146.409522,146.765725,,,
8/26/2013 13:00,0,0.0730,0.0225,0.1090,0.1013,0.0670,0.0635,0.1765,0.1180,0.1000,0.1000,0.1090,123.347402,123.647496,,,
8/26/2013 14:00,0,0.0643,0.0230,0.1090,0.1008,0.0668,0.0663,0.1388,0.1020,0.0980,0.0980,0.1063,96.965734,97.201643,,,
8/26/2013 15:00,0,0.0603,0.0225,0.1173,0.1000,0.0675,0.0663,0.1248,0.0890,0.0978,0.0978,0.1048,87.181804,87.393910,,,
8/26/2013 16:00,0,0.0675,0.0240,0.1323,0.1008,0.0680,0.0648,0.1485,0.0900,0.1115,0.1115,0.1203,103.779542,104.032029,,,
8/26/2013 17:00,0,0.0755,0.0235,0.1428,0.1005,0.0728,0.0590,0.1940,0.1040,0.1545,0.1545,0.1450,135.577314,135.907163,,,
8/26/2013 18:00,0,0.0785,0.0240,0.1458,0.1120,0.0758,0.0523,0.2113,0.1248,0.1780,0.1780,0.1595,147.632514,147.991691,,,
8/26/2013 19:00,0,0.0833,0.0235,0.1400,0.1150,0.0825,0.0508,0.2035,0.1305,0.1453,0.1453,0.1440,142.216410,142.562410,,,
8/26/2013 20:00,0,0.0818,0.0240,0.1215,0.1033,0.0798,0.0475,0.1768,0.1235,0.1118,0.1118,0.1210,123.522115,123.822634,,,
8/26/2013 21:00,0,0.0743,0.0235,0.0838,0.0973,0.0715,0.0465,0.1328,0.1148,0.0925,0.0925,0.1010,92.772621,92.998329,,,
8/26/2013 22:00,0,0.0660,0.0230,0.0528,0.0920,0.0670,0.0480,0.0820,0.0888,0.0733,0.0733,0.0770,57.305875,57.445296,,,
8/26/2013 23:00,0,0.0678,0.0223,0.0500,0.0990,0.0723,0.0580,0.0505,0.0605,0.0620,0.0558,0.0658,35.292033,35.377895,,,
8/27/2013 0:00,0,0.0580,0.0205,0.0308,0.0958,0.0685,0.0460,0.0415,0.0450,0.0550,0.0515,0.0585,29.002364,29.072924,,,
8/27/2013 1:00,0,0.0535,0.0210,0.0260,0.0945,0.0668,0.0505,0.0388,0.0405,0.0525,0.0500,0.0548,27.080520,27.146405,,,
8/27/2013 2:00,0,0.0540,0.0205,0.0268,0.0925,0.0653,0.1355,0.0380,0.0390,0.0505,0.0490,0.0525,26.556381,26.620991,,,
8/27/2013 3:00,0,0.0648,0.0225,0.0265,0.0910,0.0653,0.2000,0.0373,0.0400,0.0495,0.0473,0.0515,26.032242,26.095576,,,
8/27/2013 4:00,0,0.0713,0.0223,0.0335,0.0898,0.0645,0.2075,0.0393,0.0490,0.0543,0.0525,0.0568,27.429946,27.496681,,,
8/27/2013 5:00,0,0.0753,0.0550,0.0530,0.1038,0.0668,0.2113,0.0418,0.0805,0.0723,0.0803,0.0728,29.177077,29.248062,,,
8/27/2013 6:00,0,0.1023,0.1625,0.0605,0.1083,0.0978,0.2103,0.0510,0.1068,0.1235,0.1698,0.1078,35.641459,35.728172,,,
8/27/2013 7:00,0,0.1635,0.2950,0.0733,0.1245,0.1525,0.2105,0.0723,0.1165,0.1750,0.2273,0.1495,50.492067,50.614910,,,
8/27/2013 8:00,0,0.1985,0.3385,0.1070,0.1398,0.1815,0.2038,0.0868,0.1183,0.1598,0.1620,0.1548,60.625423,60.772919,,,
8/27/2013 9:00,0,0.2033,0.3355,0.1320,0.1430,0.1898,0.1850,0.1083,0.1143,0.1288,0.1105,0.1363,75.650744,75.834796,,,
8/27/2013 10:00,0,0.2088,0.3278,0.1400,0.1460,0.1915,0.1673,0.1445,0.1168,0.1378,0.1188,0.1473,100.984134,101.229820,,,
8/27/2013 11:00,0,0.1965,0.2865,0.1328,0.1483,0.1840,0.1405,0.1578,0.1298,0.1243,0.1048,0.1345,110.243924,110.512139,,,
8/27/2013 12:00,0,0.1713,0.2338,0.1205,0.1393,0.1528,0.1165,0.1438,0.1253,0.1005,0.0840,0.1095,100.459994,100.704405,,,
8/27/2013 13:00,0,0.1648,0.2495,0.1228,0.1313,0.1410,0.1215,0.1143,0.1083,0.0963,0.0845,0.1045,79.843856,80.038110,,,
8/27/2013 14:00,0,0.1753,0.2355,0.1343,0.1358,0.1720,0.1208,0.0978,0.0975,0.0970,0.0855,0.1050,68.312796,68.478996,,,
8/27/2013 15:00,0,0.1760,0.1698,0.1418,0.1393,0.1853,0.1108,0.1023,0.0948,0.0973,0.0833,0.1053,71.457631,71.631481,,,
8/27/2013 16:00,0,0.1700,0.1005,0.1610,0.1420,0.1835,0.1073,0.1188,0.1008,0.1098,0.0945,0.1175,82.988691,83.190596,,,
8/27/2013 17:00,0,0.1395,0.0553,0.1763,0.1403,0.1678,0.0920,0.1390,0.1165,0.1548,0.1938,0.1410,97.140447,97.376782,,,
8/27/2013 18:00,0,0.0983,0.0383,0.1805,0.1348,0.1203,0.0695,0.1528,0.1360,0.1763,0.2150,0.1590,106.749664,107.009377,,,
8/27/2013 19:00,0,0.0890,0.0313,0.1805,0.1255,0.1023,0.0605,0.1553,0.1368,0.1425,0.1395,0.1423,108.496794,108.760758,,,
8/27/2013 20:00,0,0.0873,0.0275,0.1663,0.1138,0.0965,0.0565,0.1470,0.1295,0.1100,0.0933,0.1170,102.731264,102.981201,,,
8/27/2013 21:00,0,0.0805,0.0260,0.1283,0.1065,0.0835,0.0593,0.1125,0.1193,0.0918,0.0743,0.1000,78.620865,78.812143,,,
8/27/2013 22:00,0,0.0763,0.0255,0.0840,0.1005,0.0770,0.0705,0.0730,0.0920,0.0750,0.0635,0.0800,51.016206,51.140324,,,
8/27/2013 23:00,0,0.0678,0.0223,0.0500,0.0990,0.0723,0.0580,0.0505,0.0605,0.0620,0.0558,0.0658,35.292033,35.377895,,,
8/28/2013 0:00,0,0.0580,0.0205,0.0308,0.0958,0.0685,0.0460,0.0415,0.0453,0.0550,0.0515,0.0585,29.002364,29.072924,,,
8/28/2013 1:00,0,0.0535,0.0210,0.0260,0.0945,0.0668,0.0505,0.0388,0.0408,0.0525,0.0500,0.0548,27.080520,27.146405,,,
8/28/2013 2:00,0,0.0540,0.0205,0.0268,0.0925,0.0653,0.1355,0.0380,0.0390,0.0505,0.0490,0.0525,26.556381,26.620991,,,
8/28/2013 3:00,0,0.0648,0.0225,0.0265,0.0910,0.0653,0.2000,0.0373,0.0403,0.0495,0.0473,0.0515,26.032242,26.095576,,,
8/28/2013 4:00,0,0.0713,0.0223,0.0335,0.0898,0.0645,0.2075,0.0393,0.0490,0.0543,0.0525,0.0568,27.429946,27.496681,,,
8/28/2013 5:00,0,0.0753,0.0550,0.0530,0.1038,0.0668,0.2113,0.0418,0.0810,0.0723,0.0803,0.0728,29.177077,29.248062,,,
8/28/2013 6:00,0,0.1023,0.1625,0.0605,0.1083,0.0978,0.2103,0.0510,0.1068,0.1235,0.1698,0.1078,35.641459,35.728172,,,
8/28/2013 7:00,0,0.1635,0.2950,0.0733,0.1245,0.1525,0.2105,0.0723,0.1170,0.1750,0.2273,0.1495,50.492067,50.614910,,,
8/28/2013 8:00,0,0.1985,0.3385,0.1070,0.1398,0.1815,0.2038,0.0868,0.1190,0.1598,0.1620,0.1548,60.625423,60.772919,,,
8/28/2013 9:00,0,0.2033,0.3355,0.1320,0.1430,0.1898,0.1850,0.1083,0.1150,0.1288,0.1105,0.1363,75.650744,75.834796,,,
8/28/2013 10:00,0,0.2088,0.3278,0.1400,0.1460,0.1915,0.1673,0.1445,0.1170,0.1378,0.1188,0.1473,100.984134,101.229820,,,
8/28/2013 11:00,0,0.1965,0.2865,0.1328,0.1483,0.1840,0.1405,0.1578,0.1303,0.1243,0.1048,0.1345,110.243924,110.512139,,,
8/28/2013 12:00,0,0.1713,0.2338,0.1205,0.1393,0.1528,0.1165,0.1438,0.1260,0.1005,0.0840,0.1095,100.459994,100.704405,,,
8/28/2013 13:00,0,0.1648,0.2495,0.1228,0.1313,0.1410,0.1215,0.1143,0.1085,0.0963,0.0845,0.1045,79.843856,80.038110,,,
8/28/2013 14:00,0,0.1753,0.2355,0.1343,0.1358,0.1720,0.1208,0.0978,0.0980,0.0970,0.0855,0.1050,68.312796,68.478996,,,
8/28/2013 15:00,0,0.1760,0.1698,0.1418,0.1393,0.1853,0.1108,0.1023,0.0950,0.0973,0.0833,0.1053,71.457631,71.631481,,,
8/28/2013 16:00,0,0.1700,0.1005,0.1610,0.1420,0.1835,0.1073,0.1188,0.1010,0.1098,0.0945,0.1175,82.988691,83.190596,,,
8/28/2013 17:00,0,0.1395,0.0553,0.1763,0.1403,0.1678,0.0920,0.1390,0.1173,0.1548,0.1938,0.1410,97.140447,97.376782,,,
8/28/2013 18:00,0,0.0983,0.0383,0.1805,0.1348,0.1203,0.0695,0.1528,0.1360,0.1763,0.2150,0.1590,106.749664,107.009377,,,
8/28/2013 19:00,0,0.0890,0.0313,0.1805,0.1255,0.1023,0.0605,0.1553,0.1370,0.1425,0.1395,0.1423,108.496794,108.760758,,,
8/28/2013 20:00,0,0.0873,0.0275,0.1663,0.1138,0.0965,0.0565,0.1470,0.1298,0.1100,0.0933,0.1170,102.731264,102.981201,,,
8/28/2013 21:00,0,0.0805,0.0260,0.1283,0.1065,0.0835,0.0593,0.1125,0.1193,0.0918,0.0743,0.1000,78.620865,78.812143,,,
8/28/2013 22:00,0,0.0763,0.0255,0.0840,0.1005,0.0770,0.0705,0.0730,0.0923,0.0750,0.0635,0.0800,51.016206,51.140324,,,
8/28/2013 23:00,0,0.0678,0.0223,0.0500,0.0990,0.0723,0.0580,0.0505,0.0608,0.0620,0.0558,0.0658,35.292033,35.377895,,,
8/29/2013 0:00,0,0.0580,0.0205,0.0308,0.0958,0.0685,0.0460,0.0415,0.0453,0.0550,0.0515,0.0585,29.002364,29.072924,,,
8/29/2013 1:00,0,0.0535,0.0210,0.0260,0.0945,0.0668,0.0505,0.0388,0.0408,0.0525,0.0500,0.0548,27.080520,27.146405,,,
8/29/2013 2:00,0,0.0540,0.0205,0.0268,0.0925,0.0653,0.1355,0.0380,0.0390,0.0505,0.0490,0.0525,26.556381,26.620991,,,
