Datum/ Uhrzeit,Außenluft-temperatur [°C],ge. Wärme-lastgang [kW],Trink-WW-Lastgang [kW],Strom-lastgang [kW],,Eingabe,,
1/19/2022 12:00,0.873,446.32,39.82,285.42,,,,
1/19/2022 13:00,1.196,421.16,37.53,219.13,,,,
1/19/2022 14:00,0.936,413.68,36.82,222.98,,,,
1/19/2022 15:00,-0.481,416.04,37.00,236.27,,,,
1/19/2022 16:00,-2.69,418.40,37.20,187.65,,,,
1/19/2022 17:00,-3.501,417.79,37.14,113.33,,,,
1/19/2022 18:00,-3.753,417.17,37.08,63.48,,,,
1/19/2022 19:00,-4.015,408.62,36.31,38.65,,,,
1/19/2022 20:00,-4.249,389.15,34.56,27.81,,,,
1/19/2022 21:00,-4.434,361.71,32.10,24.13,,,,
1/19/2022 22:00,-4.606,330.25,29.28,20.64,,,,
1/19/2022 23:00,-4.778,305.67,27.08,18.89,,,,
1/20/2022 0:00,-4.934,293.54,25.99,17.66,,,,
1/20/2022 1:00,-5.057,298.31,26.39,18.01,,,,
1/20/2022 2:00,-5.164,305.82,27.04,17.84,,,,
1/20/2022 3:00,-5.242,322.52,28.49,17.14,,,,
1/20/2022 4:00,-5.298,323.64,28.56,16.96,,,,
1/20/2022 5:00,-5.353,414.68,36.55,18.71,,,,
1/20/2022 6:00,-5.401,506.75,44.61,19.94,,,,
1/20/2022 7:00,-5.443,480.42,42.23,20.81,,,,
1/20/2022 8:00,-5.169,465.99,40.90,27.98,,,,
1/20/2022 9:00,-3.916,445.09,39.00,36.20,,,,
1/20/2022 10:00,-2.404,442.54,38.71,40.75,,,,
1/20/2022 11:00,-1.016,430.75,37.61,38.82,,,,
1/20/2022 12:00,-0.106,411.57,35.89,34.80,,,,
1/20/2022 13:00,0.347,395.12,34.42,27.98,,,,
1/20/2022 14:00,0.245,365.75,31.84,23.78,,,,
1/20/2022 15:00,-0.81,368.62,32.07,23.78,,,,
1/20/2022 16:00,-2.752,380.71,33.12,22.91,,,,
1/20/2022 17:00,-3.662,383.59,33.38,23.26,,,,
1/20/2022 18:00,-4.087,380.04,33.09,23.78,,,,
1/20/2022 19:00,-4.465,374.66,32.64,23.78,,,,
1/20/2022 20:00,-4.796,367.45,32.02,22.39,,,,
1/20/2022 21:00,-5.061,351.93,30.68,19.24,,,,
1/20/2022 22:00,-5.246,361.37,31.50,19.24,,,,
1/20/2022 23:00,-5.414,326.44,28.46,19.06,,,,
1/21/2022 0:00,-5.558,345.00,30.07,17.66,,,,
1/21/2022 1:00,-5.704,346.16,30.15,18.01,,,,
1/21/2022 2:00,-5.88,348.25,30.31,17.84,,,,
1/21/2022 3:00,-6.091,362.65,31.54,17.14,,,,
1/21/2022 4:00,-6.278,371.36,32.26,16.96,,,,
1/21/2022 5:00,-6.462,466.31,40.48,18.71,,,,
1/21/2022 6:00,-6.641,455.12,39.48,20.11,,,,
1/21/2022 7:00,-6.838,449.59,38.97,19.59,,,,
1/21/2022 8:00,-6.743,425.06,36.83,20.64,,,,
1/21/2022 9:00,-5.456,408.10,35.36,21.16,,,,
1/21/2022 10:00,-3.904,391.12,33.88,20.99,,,,
1/21/2022 11:00,-2.29,419.70,36.34,22.04,,,,
1/21/2022 12:00,-1.006,397.01,34.36,21.86,,,,
1/21/2022 13:00,-0.332,390.46,33.78,20.29,,,,
1/21/2022 14:00,-0.237,382.97,33.11,20.64,,,,
1/21/2022 15:00,-0.912,392.59,33.92,22.04,,,,
1/21/2022 16:00,-2.406,395.58,34.16,22.39,,,,
1/21/2022 17:00,-3.184,410.94,35.46,22.39,,,,
1/21/2022 18:00,-3.694,404.43,34.87,24.31,,,,
1/21/2022 19:00,-4.137,399.81,34.44,23.43,,,,
1/21/2022 20:00,-4.533,394.24,33.94,22.39,,,,
1/21/2022 21:00,-4.929,387.70,33.35,20.64,,,,
1/21/2022 22:00,-5.316,350.67,30.15,19.59,,,,
1/21/2022 23:00,-5.691,365.08,31.37,19.06,,,,
1/22/2022 0:00,-6.054,333.93,28.68,18.19,,,,
1/22/2022 1:00,-6.398,340.25,29.22,18.19,,,,
1/22/2022 2:00,-6.69,346.59,29.76,18.71,,,,
1/22/2022 3:00,-6.919,372.60,32.00,17.84,,,,
1/22/2022 4:00,-7.068,383.12,32.92,17.14,,,,
1/22/2022 5:00,-7.163,462.03,39.72,19.24,,,,
1/22/2022 6:00,-7.23,540.00,46.44,23.78,,,,
1/22/2022 7:00,-7.236,550.66,47.38,144.28,,,,
1/22/2022 8:00,-6.917,537.49,46.27,306.58,,,,
1/22/2022 9:00,-5.689,509.78,43.89,339.63,,,,
1/22/2022 10:00,-4.16,482.04,41.51,334.38,,,,
1/22/2022 11:00,-2.653,481.30,41.43,325.64,,,,
1/22/2022 12:00,-1.518,465.98,40.08,285.42,,,,
1/22/2022 13:00,-0.918,452.72,38.90,219.13,,,,
1/22/2022 14:00,-0.873,438.39,37.62,222.98,,,,
1/22/2022 15:00,-1.539,432.36,37.06,236.27,,,,
1/22/2022 16:00,-3.055,431.51,36.94,187.65,,,,
1/22/2022 17:00,-3.975,444.20,38.00,113.33,,,,
1/22/2022 18:00,-4.46,442.29,37.81,63.48,,,,
1/22/2022 19:00,-4.876,435.13,37.18,38.65,,,,
1/22/2022 20:00,-5.254,410.22,35.03,27.81,,,,
1/22/2022 21:00,-5.614,399.89,34.13,24.13,,,,
1/22/2022 22:00,-5.874,397.89,33.94,20.64,,,,
1/22/2022 23:00,-6.053,354.09,30.18,18.89,,,,
1/23/2022 0:00,-6.206,339.51,28.92,18.19,,,,
1/23/2022 1:00,-6.339,345.79,29.43,18.19,,,,
1/23/2022 2:00,-6.473,351.01,29.85,18.71,,,,
1/23/2022 3:00,-6.547,377.10,32.05,17.84,,,,
1/23/2022 4:00,-6.61,384.36,32.66,17.14,,,,
1/23/2022 5:00,-6.689,465.73,39.55,19.24,,,,
1/23/2022 6:00,-6.789,549.14,46.62,23.78,,,,
1/23/2022 7:00,-6.896,557.34,47.30,144.28,,,,
1/23/2022 8:00,-6.681,551.94,46.83,306.58,,,,
1/23/2022 9:00,-5.598,512.11,43.45,339.63,,,,
1/23/2022 10:00,-4.452,485.85,41.22,334.38,,,,
1/23/2022 11:00,-3.35,489.82,41.56,325.64,,,,
1/23/2022 12:00,-2.567,467.73,39.68,285.42,,,,
1/23/2022 13:00,-2.181,449.81,38.15,219.13,,,,
1/23/2022 14:00,-2.204,443.34,37.59,222.98,,,,
1/23/2022 15:00,-2.7,444.13,37.65,236.27,,,,
1/23/2022 16:00,-3.867,436.58,37.00,187.65,,,,
1/23/2022 17:00,-4.621,441.48,37.42,113.33,,,,
1/23/2022 18:00,-5.059,430.79,36.52,63.48,,,,
1/23/2022 19:00,-5.476,426.30,36.15,38.65,,,,
1/23/2022 20:00,-5.858,409.35,34.73,27.81,,,,
1/23/2022 21:00,-6.221,390.33,33.13,24.13,,,,
1/23/2022 22:00,-6.544,382.68,32.50,20.64,,,,
1/23/2022 23:00,-6.811,348.15,29.59,18.89,,,,
1/24/2022 0:00,-6.991,332.07,28.25,18.19,,,,
1/24/2022 1:00,-7.049,337.73,28.76,18.19,,,,
1/24/2022 2:00,-7.058,342.30,29.17,18.71,,,,
1/24/2022 3:00,-7.063,367.13,31.31,17.84,,,,
1/24/2022 4:00,-7.063,373.51,31.88,17.14,,,,
1/24/2022 5:00,-7.084,451.68,38.58,19.24,,,,
1/24/2022 6:00,-7.117,531.36,45.42,23.78,,,,
1/24/2022 7:00,-7.142,537.91,46.01,144.28,,,,
1/24/2022 8:00,-6.807,531.18,45.46,306.58,,,,
1/24/2022 9:00,-5.573,491.26,42.07,339.63,,,,
1/24/2022 10:00,-4.332,464.39,39.79,334.38,,,,
1/24/2022 11:00,-3.452,466.35,39.99,325.64,,,,
1/24/2022 12:00,-2.862,443.45,38.05,285.42,,,,
1/24/2022 13:00,-2.54,424.56,36.46,219.13,,,,
1/24/2022 14:00,-2.502,416.48,35.80,222.98,,,,
1/24/2022 15:00,-2.857,415.17,35.72,236.27,,,,
1/24/2022 16:00,-3.768,406.02,34.97,187.65,,,,
1/24/2022 17:00,-4.44,408.37,35.22,113.33,,,,
1/24/2022 18:00,-4.777,396.24,34.23,63.48,,,,
1/24/2022 19:00,-5.083,389.82,33.75,38.65,,,,
1/24/2022 20:00,-5.341,372.04,32.29,27.81,,,,
1/24/2022 21:00,-5.568,352.51,30.68,24.13,,,,
1/24/2022 22:00,-5.738,343.35,29.98,20.64,,,,
1/24/2022 23:00,-5.86,310.28,27.19,18.89,,,,
1/25/2022 0:00,-5.987,299.73,26.37,18.19,,,,
1/25/2022 1:00,-6.13,302.74,26.76,18.19,,,,
1/25/2022 2:00,-6.226,304.72,27.09,18.71,,,,
1/25/2022 3:00,-6.284,324.61,29.04,17.84,,,,
1/25/2022 4:00,-6.328,328.08,29.56,17.14,,,,
1/25/2022 5:00,-6.384,394.24,35.80,19.24,,,,
1/25/2022 6:00,-6.433,461.06,42.23,23.78,,,,
1/25/2022 7:00,-6.496,464.24,42.92,144.28,,,,
1/25/2022 8:00,-6.244,456.25,42.62,306.58,,,,
1/25/2022 9:00,-4.948,420.25,39.68,339.63,,,,
1/25/2022 10:00,-3.614,414.65,39.52,334.38,,,,
1/25/2022 11:00,-2.696,396.56,38.11,325.64,,,,
1/25/2022 12:00,-2.081,376.25,36.44,285.42,,,,
1/25/2022 13:00,-1.685,359.58,35.09,219.13,,,,
1/25/2022 14:00,-1.548,352.25,34.63,222.98,,,,
1/25/2022 15:00,-1.77,350.79,34.75,236.27,,,,
1/25/2022 16:00,-2.393,342.86,34.22,187.65,,,,
1/25/2022 17:00,-2.748,344.82,34.71,113.33,,,,
1/25/2022 18:00,-2.804,334.76,34.01,63.48,,,,
1/25/2022 19:00,-2.796,329.73,33.82,38.65,,,,
1/25/2022 20:00,-2.733,313.71,32.49,27.81,,,,
1/25/2022 21:00,-2.639,289.23,30.25,24.13,,,,
1/25/2022 22:00,-2.462,261.13,27.57,20.64,,,,
1/25/2022 23:00,-2.193,241.27,25.71,18.89,,,,
1/26/2022 0:00,-1.872,232.76,25.02,18.19,,,,
1/26/2022 1:00,-1.501,236.75,25.66,18.19,,,,
1/26/2022 2:00,-1.109,243.89,26.63,18.71,,,,
1/26/2022 3:00,-0.685,255.71,28.10,17.84,,,,
1/26/2022 4:00,-0.273,266.82,29.48,17.14,,,,
1/26/2022 5:00,0.031,332.24,36.87,19.24,,,,
1/26/2022 6:00,0.266,408.34,45.49,23.78,,,,
1/26/2022 7:00,0.501,428.81,47.91,144.28,,,,
1/26/2022 8:00,0.714,417.34,46.74,306.58,,,,
1/26/2022 9:00,1.081,397.58,44.63,339.63,,,,
1/26/2022 10:00,1.467,378.68,42.64,334.38,,,,
1/26/2022 11:00,1.889,356.81,40.34,325.64,,,,
1/26/2022 12:00,2.264,338.08,38.40,285.42,,,,
1/26/2022 13:00,2.508,327.87,37.42,219.13,,,,
1/26/2022 14:00,2.587,322.35,36.95,222.98,,,,
1/26/2022 15:00,2.418,324.62,37.34,236.27,,,,
1/26/2022 16:00,2.092,328.56,37.90,187.65,,,,
1/26/2022 17:00,1.956,326.42,37.70,113.33,,,,
1/26/2022 18:00,1.944,322.79,37.29,63.48,,,,
1/26/2022 19:00,1.917,319.18,36.86,38.65,,,,
1/26/2022 20:00,1.874,312.45,36.05,27.81,,,,
1/26/2022 21:00,1.814,295.51,34.05,24.13,,,,
1/26/2022 22:00,1.752,261.16,30.04,20.64,,,,
1/26/2022 23:00,1.68,234.47,26.91,18.89,,,,
1/27/2022 0:00,1.635,233.46,26.73,17.66,,,,
1/27/2022 1:00,1.603,228.45,26.09,18.01,,,,
1/27/2022 2:00,1.58,240.31,27.36,17.84,,,,
1/27/2022 3:00,1.568,256.68,29.14,17.14,,,,
1/27/2022 4:00,1.581,281.30,31.82,16.96,,,,
1/27/2022 5:00,1.552,343.25,38.69,18.71,,,,
1/27/2022 6:00,1.5,415.33,46.64,19.94,,,,
1/27/2022 7:00,1.455,413.83,46.30,20.81,,,,
1/27/2022 8:00,1.623,403.30,44.95,27.98,,,,
1/27/2022 9:00,2.267,379.12,42.10,36.20,,,,
1/27/2022 10:00,3.046,364.60,40.33,40.75,,,,
1/27/2022 11:00,3.741,354.51,39.05,38.82,,,,
1/27/2022 12:00,4.114,327.54,35.91,34.80,,,,
1/27/2022 13:00,4.172,308.76,33.69,27.98,,,,
1/27/2022 14:00,3.943,304.36,33.06,23.78,,,,
1/27/2022 15:00,3.408,307.56,33.26,23.78,,,,
1/27/2022 16:00,2.554,318.43,34.28,22.91,,,,
1/27/2022 17:00,2.098,326.98,35.06,23.26,,,,
1/27/2022 18:00,1.818,326.27,34.86,23.78,,,,
1/27/2022 19:00,1.563,317.03,33.77,23.78,,,,
1/27/2022 20:00,1.348,308.55,32.76,22.39,,,,
1/27/2022 21:00,1.139,308.65,32.67,19.24,,,,
1/27/2022 22:00,0.948,273.51,28.87,19.24,,,,
1/27/2022 23:00,0.771,248.39,26.14,19.06,,,,
1/28/2022 0:00,0.623,264.99,27.80,17.66,,,,
1/28/2022 1:00,0.498,274.72,28.74,18.01,,,,
1/28/2022 2:00,0.365,271.56,28.32,17.84,,,,
1/28/2022 3:00,0.268,309.88,32.22,17.14,,,,
1/28/2022 4:00,0.167,377.03,39.09,16.96,,,,
1/28/2022 5:00,0.07,449.57,46.46,18.71,,,,
1/28/2022 6:00,-0.02,400.17,41.22,20.11,,,,
1/28/2022 7:00,-0.067,405.67,41.63,19.59,,,,
1/28/2022 8:00,0.112,398.77,40.77,20.64,,,,
1/28/2022 9:00,0.671,374.37,38.13,21.16,,,,
1/28/2022 10:00,1.295,358.09,36.37,20.99,,,,
1/28/2022 11:00,1.826,354.21,35.91,22.04,,,,
1/28/2022 12:00,2.138,336.89,34.11,21.86,,,,
1/28/2022 13:00,2.22,328.71,33.27,20.29,,,,
1/28/2022 14:00,1.98,338.19,34.22,20.64,,,,
1/28/2022 15:00,1.435,346.89,35.10,22.04,,,,
1/28/2022 16:00,0.846,342.94,34.68,22.39,,,,
1/28/2022 17:00,0.554,367.06,37.00,22.39,,,,
1/28/2022 18:00,0.386,372.48,37.35,24.31,,,,
1/28/2022 19:00,0.203,365.82,36.48,23.43,,,,
1/28/2022 20:00,-0.018,366.73,36.37,22.39,,,,
1/28/2022 21:00,-0.24,350.31,34.57,20.64,,,,
1/28/2022 22:00,-0.429,317.33,31.16,19.59,,,,
1/28/2022 23:00,-0.586,288.47,28.19,19.06,,,,
1/29/2022 0:00,-0.738,285.04,27.72,18.19,,,,
1/29/2022 1:00,-0.902,298.47,28.89,18.19,,,,
1/29/2022 2:00,-1.056,305.28,29.41,18.71,,,,
1/29/2022 3:00,-1.206,324.24,31.10,17.84,,,,
1/29/2022 4:00,-1.373,344.09,32.88,17.14,,,,
1/29/2022 5:00,-1.55,423.13,40.28,19.24,,,,
1/29/2022 6:00,-1.764,488.02,46.31,23.78,,,,
1/29/2022 7:00,-1.961,513.37,48.59,144.28,,,,
1/29/2022 8:00,-1.739,505.77,47.77,306.58,,,,
1/29/2022 9:00,-0.745,487.83,46.00,339.63,,,,
1/29/2022 10:00,0.32,458.61,43.18,334.38,,,,
1/29/2022 11:00,1.225,431.26,40.55,325.64,,,,
1/29/2022 12:00,1.839,407.66,38.27,285.42,,,,
1/29/2022 13:00,2.109,400.95,37.59,219.13,,,,
1/29/2022 14:00,2.015,394.21,36.90,222.98,,,,
1/29/2022 15:00,1.159,395.88,37.00,236.27,,,,
1/29/2022 16:00,-0.858,396.57,37.03,187.65,,,,
1/29/2022 17:00,-2.162,399.11,37.30,113.33,,,,
1/29/2022 18:00,-2.571,397.00,37.18,63.48,,,,
1/29/2022 19:00,-2.72,390.29,36.64,38.65,,,,
1/29/2022 20:00,-2.839,367.76,34.60,27.81,,,,
1/29/2022 21:00,-2.971,350.00,33.00,24.13,,,,
1/29/2022 22:00,-3.143,320.14,30.24,20.64,,,,
1/29/2022 23:00,-3.33,290.31,27.48,18.89,,,,
1/30/2022 0:00,-3.494,284.87,27.02,18.19,,,,
1/30/2022 1:00,-3.632,297.27,28.23,18.19,,,,
1/30/2022 2:00,-3.687,304.09,28.92,18.71,,,,
1/30/2022 3:00,-3.668,324.09,30.84,17.84,,,,
1/30/2022 4:00,-3.63,339.42,32.31,17.14,,,,
1/30/2022 5:00,-3.561,424.39,40.38,19.24,,,,
1/30/2022 6:00,-3.432,491.55,46.74,23.78,,,,
1/30/2022 7:00,-3.259,515.39,48.95,144.28,,,,
1/30/2022 8:00,-2.742,523.12,49.61,306.58,,,,
1/30/2022 9:00,-1.721,488.33,46.25,339.63,,,,
1/30/2022 10:00,-0.651,460.05,43.54,334.38,,,,
1/30/2022 11:00,0.289,443.01,41.92,325.64,,,,
1/30/2022 12:00,0.895,414.63,39.25,285.42,,,,
1/30/2022 13:00,1.125,403.21,38.19,219.13,,,,
1/30/2022 14:00,1.017,396.49,37.59,222.98,,,,
1/30/2022 15:00,0.531,399.19,37.88,236.27,,,,
1/30/2022 16:00,-0.291,402.83,38.23,187.65,,,,
1/30/2022 17:00,-0.804,399.87,37.90,113.33,,,,
1/30/2022 18:00,-1.059,390.25,36.90,63.48,,,,
1/30/2022 19:00,-1.267,386.19,36.41,38.65,,,,
1/30/2022 20:00,-1.456,368.87,34.66,27.81,,,,
1/30/2022 21:00,-1.636,341.17,31.97,24.13,,,,
1/30/2022 22:00,-1.865,308.75,28.86,20.64,,,,
1/30/2022 23:00,-2.187,285.71,26.65,18.89,,,,
1/31/2022 0:00,-2.551,280.43,26.13,18.19,,,,
1/31/2022 1:00,-2.91,291.67,27.15,18.19,,,,
1/31/2022 2:00,-3.211,297.27,27.67,18.71,,,,
1/31/2022 3:00,-3.532,315.60,29.40,17.84,,,,
1/31/2022 4:00,-3.807,329.20,30.72,17.14,,,,
1/31/2022 5:00,-4.023,409.94,38.34,19.24,,,,
1/31/2022 6:00,-4.151,472.94,44.36,23.78,,,,
1/31/2022 7:00,-4.187,493.98,46.49,144.28,,,,
1/31/2022 8:00,-3.537,499.59,47.18,306.58,,,,
1/31/2022 9:00,-2.147,464.81,44.03,339.63,,,,
1/31/2022 10:00,-0.786,436.52,41.47,334.38,,,,
1/31/2022 11:00,0.482,419.13,39.90,325.64,,,,
1/31/2022 12:00,1.287,391.20,37.29,285.42,,,,
1/31/2022 13:00,1.634,379.40,36.20,219.13,,,,
1/31/2022 14:00,1.581,372.11,35.54,222.98,,,,
1/31/2022 15:00,0.751,373.68,35.73,236.27,,,,
1/31/2022 16:00,-1.153,376.13,36.01,187.65,,,,
1/31/2022 17:00,-2.387,372.44,35.75,113.33,,,,
1/31/2022 18:00,-2.955,362.69,34.95,63.48,,,,
1/31/2022 19:00,-3.319,358.29,34.68,38.65,,,,
1/31/2022 20:00,-3.391,341.80,33.25,27.81,,,,
1/31/2022 21:00,-3.248,315.90,30.89,24.13,,,,
1/31/2022 22:00,-3.15,285.86,28.09,20.64,,,,
1/31/2022 23:00,-3.095,264.62,26.12,18.89,,,,
2/1/2022 0:00,-3.039,265.09,26.29,18.19,,,,
2/1/2022 1:00,-2.93,276.09,27.51,18.19,,,,
2/1/2022 2:00,-2.721,281.90,28.21,18.71,,,,
2/1/2022 3:00,-2.484,299.95,30.14,17.84,,,,
2/1/2022 4:00,-2.222,313.69,31.64,17.14,,,,
2/1/2022 5:00,-2.082,391.76,39.64,19.24,,,,
2/1/2022 6:00,-2.015,453.37,46.00,23.78,,,,
2/1/2022 7:00,-1.934,475.09,48.32,144.28,,,,
2/1/2022 8:00,-1.517,482.12,49.14,306.58,,,,
2/1/2022 9:00,-0.464,450.13,45.97,339.63,,,,
2/1/2022 10:00,0.526,424.25,43.39,334.38,,,,
2/1/2022 11:00,1.337,401.01,41.03,325.64,,,,
2/1/2022 12:00,1.952,382.99,39.20,285.42,,,,
2/1/2022 13:00,2.276,372.81,38.15,219.13,,,,
2/1/2022 14:00,2.155,366.99,37.55,222.98,,,,
2/1/2022 15:00,1.514,369.90,37.85,236.27,,,,
2/1/2022 16:00,0.52,373.71,38.25,187.65,,,,
2/1/2022 17:00,-0.086,369.68,37.84,113.33,,,,
2/1/2022 18:00,-0.25,363.04,37.15,63.48,,,,
2/1/2022 19:00,-0.39,359.90,36.82,38.65,,,,
2/1/2022 20:00,-0.49,344.50,35.24,27.81,,,,
2/1/2022 21:00,-0.538,319.44,32.67,24.13,,,,
2/1/2022 22:00,-0.549,289.96,29.64,20.64,,,,
2/1/2022 23:00,-0.56,269.22,27.50,18.89,,,,
2/2/2022 0:00,-0.551,260.91,26.64,18.19,,,,
2/2/2022 1:00,-0.537,266.49,27.18,18.19,,,,
2/2/2022 2:00,-0.541,275.57,28.08,18.71,,,,
2/2/2022 3:00,-0.56,289.91,29.51,17.84,,,,
2/2/2022 4:00,-0.625,303.45,30.85,17.14,,,,
2/2/2022 5:00,-0.699,378.90,38.47,19.24,,,,
2/2/2022 6:00,-0.754,459.03,46.55,23.78,,,,
2/2/2022 7:00,-0.811,479.19,48.53,144.28,,,,
2/2/2022 8:00,-0.554,488.08,49.37,306.58,,,,
2/2/2022 9:00,0.192,459.31,46.40,339.63,,,,
2/2/2022 10:00,0.821,436.61,44.05,334.38,,,,
2/2/2022 11:00,1.442,412.04,41.51,325.64,,,,
2/2/2022 12:00,1.929,390.89,39.33,285.42,,,,
2/2/2022 13:00,2.194,379.35,38.13,219.13,,,,
2/2/2022 14:00,2.142,373.04,37.44,222.98,,,,
2/2/2022 15:00,1.645,375.57,37.65,236.27,,,,
2/2/2022 16:00,0.576,379.84,38.03,187.65,,,,
2/2/2022 17:00,-0.197,376.96,37.71,113.33,,,,
2/2/2022 18:00,-0.373,377.63,37.73,63.48,,,,
2/2/2022 19:00,-0.483,370.23,36.94,38.65,,,,
2/2/2022 20:00,-0.608,352.91,35.14,27.81,,,,
2/2/2022 21:00,-0.756,328.30,32.61,24.13,,,,
2/2/2022 22:00,-0.853,299.97,29.72,20.64,,,,
2/2/2022 23:00,-0.913,277.83,27.45,18.89,,,,
2/3/2022 0:00,-0.965,266.95,26.31,17.66,,,,
2/3/2022 1:00,-1.027,271.40,26.67,18.01,,,,
2/3/2022 2:00,-1.106,271.66,26.62,17.84,,,,
2/3/2022 3:00,-1.194,285.23,27.87,17.14,,,,
2/3/2022 4:00,-1.271,305.45,29.75,16.96,,,,
2/3/2022 5:00,-1.336,381.60,37.03,18.71,,,,
2/3/2022 6:00,-1.391,448.56,43.37,19.94,,,,
2/3/2022 7:00,-1.43,459.50,44.26,20.81,,,,
2/3/2022 8:00,-1.23,435.25,41.76,27.98,,,,
2/3/2022 9:00,-0.55,419.27,40.08,36.20,,,,
2/3/2022 10:00,0.15,401.53,38.31,40.75,,,,
2/3/2022 11:00,0.808,389.60,37.15,38.82,,,,
2/3/2022 12:00,1.286,358.49,34.21,34.80,,,,
2/3/2022 13:00,1.513,336.59,32.16,27.98,,,,
2/3/2022 14:00,1.45,330.56,31.62,23.78,,,,
2/3/2022 15:00,1.021,332.88,31.88,23.78,,,,
2/3/2022 16:00,0.058,343.53,32.92,22.91,,,,
2/3/2022 17:00,-0.791,351.66,33.69,23.26,,,,
2/3/2022 18:00,-1.166,342.31,32.78,23.78,,,,
2/3/2022 19:00,-1.563,337.09,32.26,23.78,,,,
2/3/2022 20:00,-1.914,330.18,31.61,22.39,,,,
2/3/2022 21:00,-2.174,315.82,30.24,19.24,,,,
2/3/2022 22:00,-2.313,289.87,27.78,19.24,,,,
2/3/2022 23:00,-2.337,265.63,25.47,19.06,,,,
2/4/2022 0:00,-2.469,281.27,26.99,17.66,,,,
2/4/2022 1:00,-2.654,293.72,28.20,18.01,,,,
2/4/2022 2:00,-2.85,292.68,28.11,17.84,,,,
2/4/2022 3:00,-3.041,317.78,30.54,17.14,,,,
2/4/2022 4:00,-3.247,346.24,33.29,16.96,,,,
2/4/2022 5:00,-3.477,439.52,42.29,18.71,,,,
2/4/2022 6:00,-3.693,410.70,39.55,20.11,,,,
2/4/2022 7:00,-3.869,413.90,39.91,19.59,,,,
2/4/2022 8:00,-3.361,405.35,39.14,20.64,,,,
2/4/2022 9:00,-1.846,384.24,37.16,21.16,,,,
2/4/2022 10:00,-0.147,369.89,35.83,20.99,,,,
2/4/2022 11:00,1.277,371.56,36.02,22.04,,,,
2/4/2022 12:00,2.058,337.93,32.76,21.86,,,,
2/4/2022 13:00,2.302,328.69,31.85,20.29,,,,
2/4/2022 14:00,2.136,337.08,32.67,20.64,,,,
2/4/2022 15:00,1.403,344.63,33.41,22.04,,,,
2/4/2022 16:00,-0.135,339.55,32.95,22.39,,,,
2/4/2022 17:00,-1.138,363.06,35.29,22.39,,,,
2/4/2022 18:00,-1.389,357.16,34.78,24.31,,,,
2/4/2022 19:00,-1.52,352.97,34.43,23.43,,,,
2/4/2022 20:00,-1.669,347.96,33.98,22.39,,,,
2/4/2022 21:00,-1.755,342.13,33.44,20.64,,,,
2/4/2022 22:00,-1.833,309.39,30.25,19.59,,,,
2/4/2022 23:00,-1.966,280.85,27.45,19.06,,,,
2/5/2022 0:00,-2.154,277.17,27.07,18.19,,,,
2/5/2022 1:00,-2.354,289.94,28.29,18.19,,,,
2/5/2022 2:00,-2.562,296.30,28.89,18.71,,,,
2/5/2022 3:00,-2.755,314.49,30.64,17.84,,,,
2/5/2022 4:00,-2.84,333.56,32.48,17.14,,,,
2/5/2022 5:00,-2.93,410.00,39.89,19.24,,,,
2/5/2022 6:00,-3.007,472.70,45.97,23.78,,,,
2/5/2022 7:00,-3.013,497.09,48.31,144.28,,,,
2/5/2022 8:00,-2.328,489.55,47.54,306.58,,,,
2/5/2022 9:00,-0.965,471.98,45.80,339.63,,,,
2/5/2022 10:00,0.264,443.46,43.00,334.38,,,,
2/5/2022 11:00,1.258,416.76,40.39,325.64,,,,
2/5/2022 12:00,1.933,393.70,38.16,285.42,,,,
2/5/2022 13:00,2.321,386.97,37.53,219.13,,,,
2/5/2022 14:00,2.391,380.26,36.91,222.98,,,,
2/5/2022 15:00,1.978,381.69,37.08,236.27,,,,
2/5/2022 16:00,0.832,382.21,37.17,187.65,,,,
2/5/2022 17:00,-0.114,389.03,37.85,113.33,,,,
2/5/2022 18:00,-0.487,382.26,37.20,63.48,,,,
2/5/2022 19:00,-0.811,375.44,36.54,38.65,,,,
2/5/2022 20:00,-1.161,353.27,34.39,27.81,,,,
2/5/2022 21:00,-1.58,335.58,32.67,24.13,,,,
2/5/2022 22:00,-2.047,306.24,29.84,20.64,,,,
2/5/2022 23:00,-2.401,276.95,27.01,18.89,,,,
2/6/2022 0:00,-2.633,270.90,26.45,18.19,,,,
2/6/2022 1:00,-2.825,281.70,27.54,18.19,,,,
2/6/2022 2:00,-2.993,287.05,28.09,18.71,,,,
2/6/2022 3:00,-3.129,304.63,29.84,17.84,,,,
2/6/2022 4:00,-3.211,317.60,31.13,17.14,,,,
2/6/2022 5:00,-3.293,395.21,38.78,19.24,,,,
2/6/2022 6:00,-3.371,455.47,44.74,23.78,,,,
2/6/2022 7:00,-3.403,475.09,46.74,144.28,,,,
2/6/2022 8:00,-2.753,479.68,47.28,306.58,,,,
2/6/2022 9:00,-1.433,445.41,43.99,339.63,,,,
2/6/2022 10:00,-0.018,417.36,41.30,334.38,,,,
2/6/2022 11:00,1.26,399.71,39.60,325.64,,,,
2/6/2022 12:00,2.261,372.00,36.90,285.42,,,,
2/6/2022 13:00,2.85,359.63,35.71,219.13,,,,
2/6/2022 14:00,2.965,351.49,34.94,222.98,,,,
2/6/2022 15:00,2.457,351.65,35.01,236.27,,,,
2/6/2022 16:00,1.144,352.56,35.17,187.65,,,,
2/6/2022 17:00,-0.014,346.04,34.63,113.33,,,,
